Worldwide Gross($M),Movie,Release Year
179.27,The League of Extraordinary Gentlemen,2003
179.36,Flushed Away,2006
180.05,Hugo,2011
180.15,The Dictator,2012
180.19,The Haunting,1999
181.03,12 Years a Slave,2013
181.04,Déjà Vu,2006
181.05,He's Just Not That Into You,2009
181.19,Scooby-Doo 2: Monsters Unleashed,2004
181.49,The First Wives Club,1996
181.67,Poseidon,2006
181.98,Jupiter Ascending,2015
182.29,Cape Fear,1991
182.37,Sweet Home Alabama,2002
182.78,Daredevil,2003
183.10,Wayne's World,1992
183.12,Gangs of New York,2002
183.32,Aliens,1986
183.35,Road to Perdition,2002
184.07,Watchmen,2009
184.93,Snow White and the Seven Dwarfs,1937
185.40,The Spy Who Loved Me,1977
185.71,I Now Pronounce You Chuck and Larry,2007
185.80,Inside Man,2006
185.90,Paul Blart: Mall Cop,2009
186.05,Atlantis: The Lost Empire,2001
186.45,Knowing,2009
186.88,The Horse Whisperer,1998
187.28,The Grudge,2004
187.38,The Final Destination,2009
187.50,Octopussy,1983
187.71,Walk the Line,2005
188.00,The Pelican Brief,1993
188.54,The Secret Life of Walter Mitty,2013
188.66,Hop,2011
188.72,Rambo III,1988
189.18,The X Files: Fight the Future,1998
189.62,Mr. Poppers's Penguins,2011
189.71,Cheaper by the Dozen,2003
189.80,The Santa Clause,1994
190.19,The Waterboy,1998
190.32,The Longest Yard,2005
191.09,Tropic Thunder,2008
191.20,Hollow Man,2000
191.20,The Living Daylights,1987
191.50,The Addams Family,1991
191.93,Open Season,2006
192.17,The Equalizer,2014
193.50,The Sum of All Fears,2002
193.74,Gnomeo and Juliet,2011
193.86,London Has Fallen,2016
194.06,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,2016
194.17,Need for Speed,2014
194.18,Paranormal Activity,2009
195.00,Beowulf,2007
195.11,The Other Woman,2014
195.30,For Your Eyes Only,1981
195.66,Anger Management,2003
196.31,Panic Room,2002
196.32,50 First Dates,2004
196.44,Red,2010
196.57,Stargate,1994
197.23,The Intern,2015
197.59,Wallace & Gromit: The Curse of the Were-Rabbit,2005
197.62,The Vow,2012
197.69,Jack the Giant Slayer,2013
197.69,Spy Kids,2001
198.01,The Pacifier,2005
198.75,City of Angels,1998
199.04,Two Weeks Notice,2002
200.50,The Hunt for Red October,1990
200.70,Cats & Dogs,2001
200.86,Percy Jackson: Sea of Monsters,2013
201.32,Philadelphia,1993
201.46,Flashdance,1983
201.87,Straight Outta Compton,2015
202.00,Kindergarten Cop,1990
202.00,Teenage Mutant Ninja Turtles,1990
202.05,Paranormal Activity 3,2011
202.17,Patch Adams,1998
202.73,Vanilla Sky,2001
202.81,21 Jump Street,2012
202.87,Hairspray,2007
202.91,You Don't Mess With the Zohan,2008
203.02,Fun With Dick And Jane,2005
203.50,Into the Woods,2014
203.63,Alien,1979
203.88,King Arthur,2004
203.90,Valkyrie,2008
204.77,Yogi Bear,2010
205.19,The Holiday,2006
205.30,The Ugly Truth,2009
205.31,Gake no ue no Ponyo,2009
205.34,Tomorrowland,2015
205.40,JFK,1991
205.44,White House Down,2013
205.45,Me Before You,2016
205.73,The Break-Up,2006
206.46,Red Dragon,2002
206.51,The Fast and the Furious,2001
206.60,Eat Pray Love,2010
207.07,Sleepy Hollow,1999
207.15,S.W.A.T.,2003
207.50,Clear and Present Danger,1994
207.77,The Others,2001
208.09,Garfield,2004
208.30,Traffic,2000
208.37,The Aviator,2004
208.54,Safe House,2012
208.90,Jaws 2,1978
209.05,Braveheart,1995
209.46,The Expendables 3,2014
210.30,Moonraker,1979
211.56,Immortals,2011
211.70,Entrapment,1999
211.74,Due Date,2010
211.76,Fury,2014
211.86,Total Recall,2012
212.03,End of Days,1999
212.20,Disclosure,1994
212.28,Public Enemies,2009
212.40,Ace Ventura: When Nature Calls,1995
212.42,Horrible Bosses,2011
212.45,District 9,2009
212.74,Non-Stop,2014
212.91,Master and Commander: The Far Side of the World,2003
212.93,Pulp Fiction,1994
212.96,Lemony Snicket's A Series of Unfortunate Events,2004
213.12,The Help,2011
213.42,Miss Congeniality,2000
213.46,Battle: Los Angeles,2011
213.50,Vertical Limit,2000
213.51,"Crouching Tiger, Hidden Dragon",2000
214.36,The Bourne Identity,2002
214.39,Flightplan,2005
214.95,Hansel & Gretel: Witch Hunters,2013
214.97,Just Go With It,2011
215.08,Australia,2008
215.14,Central Intelligence,2016
215.30,The Patriot,2000
215.45,Bad Teacher,2011
215.86,Bram Stoker's Dracula,1992
216.50,Ted 2,2015
216.60,Twins,1988
216.82,Dracula Untold,2014
217.37,Jack Reacher,2012
217.57,Valentine's Day,2010
217.67,Collateral,2004
217.99,The Sorcerer's Apprentice,2010
218.54,What Happens in Vegas...,2008
218.61,The Prince of Egypt,1998
218.67,The Terminal,2004
218.85,Kingdom of Heaven,2005
219.27,Knocked Up,2007
220.24,Elf,2003
220.65,Captain Phillips,2013
221.15,Fahrenheit 9/11,2004
221.23,Wild Wild West,1999
221.47,Bedtime Stories,2008
221.59,Constantine,2005
221.66,Everest,2015
223.05,Percy Jackson & the Olympians: The Lightning Thief,2010
223.56,Interview with the Vampire: The Vampire Chronicles,1994
223.64,Jumper,2008
224.12,Con Air,1997
224.61,It's Complicated,2009
224.92,The Social Network,2010
225.00,Rocky,1976
225.93,Good Will Hunting,1997
225.99,Yes Man,2008
226.74,Get Smart,2008
226.94,Taken,2009
227.14,Argo,2012
227.20,Charlie's Angels: Full Throttle,2003
227.77,The Imitation Game,2014
227.79,Chicken Run,2000
228.37,Ghostbusters,2016
228.64,Big Daddy,1999
229.16,The Green Hornet,2011
229.55,Ghost Rider,2007
229.73,The Heat,2013
231.20,Green Lantern,2011
231.45,Juno,2007
231.72,The English Patient,1996
232.02,Million Dollar Baby,2004
232.02,Gulliver's Travels,2010
232.64,Gone in 60 Seconds,2000
233.07,The Day the Earth Stood Still,2008
233.13,Spy!,2015
233.70,The Mask of Zorro,1998
234.40,Eraser,1996
234.72,American Pie,1999
234.98,Mr. Bean's Holiday,2007
235.30,Alvin and the Chipmunks: The Road Chip,2015
235.90,Artificial Intelligence: AI,2001
236.41,2 Fast 2 Furious,2003
236.41,Silver Linings Playbook,2012
236.50,A Few Good Men,1992
236.80,American Reunion,2012
236.83,Cloudy with a Chance of Meatballs,2009
237.69,Click,2006
237.81,Hauru no ugoku shiro,2005
238.06,Disney Planes,2013
238.20,Dark Shadows,2012
238.32,Batman & Robin,1997
238.76,Daddy’s Home,2015
238.94,Resident Evil: Retribution,2012
239.37,The Girl with the Dragon Tattoo,2011
239.50,Dead Poets Society,1989
239.61,Crocodile Dundee 2,1988
239.81,Die Hard 2,1990
241.20,Face/Off,1997
242.90,Four Weddings and a Funeral,1994
242.98,RoboCop,2014
243.18,Journey to the Center of the Earth,2008
243.39,Hercules,2014
244.09,Back to the Future Part III,1990
244.13,Pixels,2015
244.45,Teenage Mutant Ninja Turtles: Out of the Shadows,2016
244.78,The Peanuts Movie,2015
245.23,Hulk,2003
245.30,Rush Hour,1998
245.50,Rango,2011
245.77,8 Mile,2002
245.80,Lilo & Stitch,2002
246.10,Babe,1995
246.40,Dumb & Dumber,1994
247.02,Grown Ups 2,2013
247.47,Bienvenue chez les Ch'tis,2008
247.81,Marley & Me,2008
247.97,Love Actually,2003
248.10,Unbreakable,2000
248.22,The Ring,2002
248.30,The Blair Witch Project,1999
249.49,Eragon,2006
250.20,Space Jam,1996
250.65,Enemy of the State,1998
250.70,Hercules,1997
250.80,You've Got Mail,1998
251.50,After Earth,2013
252.09,Michael Jackson's This Is It,2009
252.28,True Grit,2010
253.56,Wild Hogs,2007
255.00,Cliffhanger,1993
256.59,Rush Hour 3,2007
256.87,Annabelle,2014
257.64,The Village,2004
257.81,Erin Brockovich,2000
257.88,American Hustle,2013
257.94,The Full Monty,1997
257.97,Super 8,2011
258.21,Out of Africa,1985
258.75,Knight and Day,2010
259.54,Paddington,2015
259.74,Charlie's Angels,2000
260.00,The Lone Ranger,2013
260.70,Robots,2005
261.40,Total Recall,1990
261.44,Borat,2006
262.76,Jumanji,1995
262.79,Epic,2013
263.42,The Incredible Hulk,2008
263.59,Cinderella,1950
263.88,Real Steel,2011
263.89,Bridget Jones: The Edge Of Reason,2004
263.90,The Fifth Element,1997
264.12,The Truman Show,1998
264.25,Waterworld,1995
266.69,Something's Gotta Give,2003
266.82,Batman Returns,1992
267.20,xXx,2002
267.82,We're the Millers,2013
267.99,American Gangster,2007
268.00,Bambi,1942
268.27,The Expendables,2010
268.31,Exodus: Gods and Kings,2014
268.50,The Godfather,1972
269.07,"10,000 B.C.",2008
269.81,Mr. Peabody & Sherman,2014
270.34,The Firm,1993
270.59,Neighbors,2014
271.00,The Princess and the Frog,2009
272.22,Grown Ups,2010
273.27,Bad Boys II,2003
273.33,Lara Croft: Tomb Raider,2001
273.35,Lincoln,2012
273.81,The Nutty Professor,1996
274.00,Jerry Maguire,1996
274.39,Cloudy with a Chance of Meatballs 2,2013
274.39,High School Musical 3: Senior Year,2008
274.54,Gran Torino,2008
274.95,Sen to Chihiro no Kamikakushi,2002
275.73,The Silence of the Lambs,1991
276.01,Divergent,2014
276.29,Scooby-Doo,2002
276.67,Beverly Hills Cop II,1987
277.20,Scary Movie,2000
277.44,Alice Through the Looking Glass,2016
278.73,The Tourist,2010
279.50,Shakespeare in Love,1998
280.36,The Bourne Legacy,2012
281.53,Bridget Jones's Diary,2001
282.30,Casper,1995
282.78,John Carter,2012
283.20,Speed,1994
283.22,The Wedding Crashers,2005
285.40,Lethal Weapon 4,1998
286.19,Elysium,2013
286.21,The Sound of Music,1965
286.50,American Pie 2,2001
286.90,Turbo,2013
287.00,Pitch Perfect 2,2015
287.59,Bee Movie,2007
287.92,Oblivion,2013
288.22,Fantastic Four: Rise of the Silver Surfer,2007
288.59,The Bourne Supremacy,2004
288.69,What Lies Beneath,2000
289.53,Bridesmaids,2011
289.66,The Departed,2006
290.65,Salt,2010
290.70,The Green Mile,1999
292.74,Austin Powers in Goldmember,2002
292.82,G-Force,2009
294.16,Doctor Dolittle,1998
294.68,Sex and the City 2,2010
295.21,Ghostbusters,1984
295.28,The Divergent Series: Insurgent,2015
295.87,Resident Evil: Afterlife,2010
296.34,X-Men,2000
298.82,Stuart Little,1999
298.92,My Best Friend's Wedding,1997
299.46,Shutter Island,2010
299.48,Horton Hears a Who,2008
300.15,Van Helsing,2004
300.20,Superman,1978
300.40,Rambo: First Blood Part II,1985
300.85,Hook,1991
302.47,G.I. Joe: The Rise of Cobra,2009
302.71,Liar Liar,1997
303.50,Mulan,1998
304.25,A Good Day to Die Hard,2013
304.60,Meet the Parents,2000
305.22,Battleship,2012
305.27,Wrath of the Titans,2012
305.71,The Blind Side,2009
306.78,Chicago,2002
306.90,Rise of the Guardians,2012
307.17,The Fault in Our Stars,2014
307.33,The Pursuit of Happyness,2006
308.70,Ransom,1996
310.04,Chicken Little,2005
310.14,Runaway Bride,1999
310.33,Austin Powers: The Spy Who Shagged Me,1999
310.65,Little Fockers,2010
310.70,Maze Runner: The Scorch Trials,2015
311.27,The Conjuring 2: The Enfield Poltergeist,2016
311.59,The SpongeBob Movie: Sponge Out of Water,2015
311.74,Ocean's Thirteen,2007
311.98,The Expendables 2,2012
314.11,As Good as it Gets,1997
314.59,Prince of Persia: Sands of Time,2010
314.71,The Proposal,2009
315.27,Air Force One,1997
315.71,Disney's A Christmas Carol,2009
316.30,Beverly Hills Cop,1984
316.92,Inglourious Basterds,2009
317.67,A Beautiful Mind,2001
318.00,The Conjuring,2013
318.15,Journey 2: The Mysterious Island,2012
319.09,The Polar Express,2004
319.70,Lethal Weapon 3,1992
319.71,The Last Airbender,2010
320.10,Fatal Attraction,1987
321.37,Schindler's List,1993
321.89,Megamind,2010
322.24,Robin Hood,2010
325.50,The Hunchback of Notre Dame,1996
326.07,The Devil Wears Prada,2006
327.66,Taken 3,2015
328.02,Bolt,2008
328.13,Se7en,1995
328.20,Crocodile Dundee,1986
328.68,Now You See Me 2,2016
328.71,The Perfect Storm,2000
329.81,The Curious Case of Benjamin Button,2008
330.72,Fantastic Four,2005
330.78,300: Rise of an Empire,2014
331.27,Black Swan,2010
331.32,National Treasure,2004
331.33,22 Jump Street,2014
332.00,Back to the Future Part II,1989
333.08,Indiana Jones and the Temple of Doom,1984
334.10,Apollo 13,1995
334.35,The Good Dinosaur,2015
336.07,The Rock,1996
336.33,Star Trek Beyond,2016
336.53,Batman Forever,1995
337.70,Close Encounters of the Third Kind,1977
339.50,Tomorrow Never Dies,1997
340.38,Enchanted,2007
342.42,Wanted,2008
343.40,Over the Hedge,2006
345.14,How the Grinch Stole Christmas,2000
347.10,Pocahontas,1995
347.43,Rush Hour 2,2001
347.75,The Angry Birds Movie,2016
348.32,The Maze Runner,2014
348.55,The Smurfs 2,2013
348.63,"I, Robot",2004
349.09,Alvin and the Chipmunks: Chipwrecked,2011
349.14,The Legend of Tarzan,2016
349.46,Deep Impact,1998
350.10,Hannibal,2001
350.98,Doctor Seuss' The Lorax,2012
351.04,The Great Gatsby,2013
351.50,Who Framed Roger Rabbit?,1988
351.62,The Mask,1994
351.72,Now You See Me,2013
351.77,The Karate Kid,2010
352.83,Noah,2014
353.72,The Fugitive,1993
355.41,X-Men: First Class,2011
355.61,Catch Me if You Can,2002
356.15,Dinosaur,2000
356.26,American Beauty,1999
356.43,Goldeneye,1995
356.55,Night at the Museum: Secret of the Tomb,2014
356.80,Top Gun,1986
358.50,The Flintstones,1994
358.82,Minority Report,2002
358.99,Home Alone 2: Lost in New York,1992
359.14,Batman Begins,2005
360.10,There's Something About Mary,1998
361.73,The World is Not Enough,1999
362.00,The Hangover 3,2013
362.21,Planet of the Apes,2001
362.61,Alvin and the Chipmunks,2007
362.99,Ocean's Twelve,2004
363.06,Fast & Furious,2009
363.10,A Bug's Life,1998
363.73,Notting Hill,1999
364.41,Edge of Tomorrow,2014
364.55,Toy Story,1995
365.30,True Lies,1994
365.49,Terminator Salvation,2009
365.90,Jurassic Park III,2001
366.10,Die Hard: With a Vengeance,1995
366.78,Hitch,2005
367.26,The Golden Compass,2007
367.65,Penguins of Madagascar,2014
368.57,Gone Girl,2014
370.57,Captain America: The First Avenger,2011
371.92,Shark Tale,2004
373.14,Mad Max: Fury Road,2015
373.99,The Adventures of Tintin,2011
374.09,Superman Returns,2006
374.11,What Women Want,2000
374.83,X-Men Origins: Wolverine,2009
374.89,My Big Fat Greek Wedding,2002
375.74,G.I. Joe: Retaliation,2013
376.00,Godzilla,1998
377.81,Taken 2,2012
378.51,Hotel Transylvania,2012
381.69,Monsters vs. Aliens,2009
382.29,Live Free or Die Hard,2007
384.52,Slumdog Millionaire,2008
385.00,Happy Feet,2006
385.52,Back to the Future,1985
385.68,Star Trek,2009
386.09,Home,2015
386.10,Monster Hunt,2016
386.12,Ice Age,2002
387.51,Grease,1978
387.64,Independence Day: Resurgence,2016
389.93,Raiders of the Lost Ark,1981
390.50,Robin Hood: Prince of Thieves,1991
390.53,Gone with the Wind,1939
391.98,The Wolf of Wall Street,2013
397.50,Mission: Impossible III,2006
397.56,Tron: Legacy,2010
399.01,Prometheus,2012
399.18,Jason Bourne,2016
400.21,The Exorcist,1973
401.02,Snow White and the Huntsman,2012
402.23,Night at the Museum: Battle of the Smithsonian,2009
402.28,Twilight,2008
403.87,Ice Age: Collision Course,2016
404.56,Kingsman: The Secret Service,2015
405.76,The Mummy: Tomb of the Dragon Emperor,2008
407.71,X2,2003
408.27,Signs,2002
410.90,The Bodyguard,1992
411.00,Pacific Rim,2013
411.35,Batman,1989
412.80,Rain Man,1988
415.25,Sex and the City,2008
416.39,The Mummy,1999
416.46,The Wolverine,2013
417.34,The Chronicles of Narnia: Prince Caspian,2008
418.19,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
424.20,Dances with Wolves,1990
427.23,Cast Away,2000
427.30,The Matrix Revolutions,2003
430.82,The King’s Speech,2010
431.94,Die Another Day,2002
432.65,Pretty Woman,1990
433.06,Terminator 3: Rise of the Machines,2003
433.13,Warcraft,2016
435.04,The Mummy Returns,2001
440.16,Terminator: Genisys,2015
441.29,Mrs. Doubtfire,1993
441.77,Men in Black 2,2002
442.16,The Bourne Ultimatum,2007
442.17,Les Miserables,2012
443.48,Alvin and the Chipmunks: The Squeakquel,2009
448.19,Tarzan,1999
449.24,Pearl Harbor,2001
449.33,Thor,2011
449.95,Django Unchained,2012
450.73,Ocean's Eleven,2001
451.42,Beauty and the Beast,1991
454.16,300,2007
456.81,The Last Samurai,2003
457.51,Lucy,2014
457.68,Gladiator,2000
457.70,Mission: Impossible,1996
457.73,The Lego Movie,2014
459.36,X-Men: The Last Stand,2006
461.65,Cars,2006
463.52,The Matrix,1999
465.76,The Hangover,2009
467.38,Star Trek Into Darkness,2013
469.59,San Andreas,2015
470.70,Jaws,1975
470.91,Hotel Transylvania 2,2015
474.17,Indiana Jones and the Last Crusade,1989
475.83,Charlie and the Chocolate Factory,2005
476.68,Home Alone,1990
482.86,Rise of the Planet of the Apes,2011
483.47,Bruce Almighty,2003
484.16,Troy,2004
484.87,Les Intouchables,2012
485.00,Teenage Mutant Ninja Turtles,2014
485.04,Saving Private Ryan,1998
486.12,Mr. and Mrs. Smith,2005
487.52,Rio,2011
490.36,Oz the Great and Powerful,2013
490.88,Angels & Demons,2009
491.81,Shrek,2001
493.21,Clash of the Titans,2010
493.74,Rio 2,2014
494.87,How to Train Your Dragon,2010
495.70,Twister,1996
496.51,Wreck-It Ralph,2012
498.44,Sherlock Holmes,2009
504.05,Aladdin,1992
511.36,Toy Story 2,1999
513.82,Terminator 2: Judgment Day,1991
516.57,Meet the Fockers,2004
517.60,Ghost,1990
518.60,Ant-Man,2015
518.63,Kung Fu Panda 3,2016
527.07,The Simpsons Movie,2007
529.08,Godzilla,2014
531.51,World War Z,2013
532.59,WALL-E,2008
532.95,The Revenant,2015
534.17,Star Wars Ep. V: The Empire Strikes Back,1980
534.55,Cinderella,2015
535.66,Sherlock Holmes: A Game of Shadows,2011
542.74,X-Men: Apocalypse,2016
543.50,Despicable Me,2010
547.33,American Sniper,2014
549.59,Mission: Impossible 2,2000
550.52,King Kong,2005
552.20,Mei Ren Yu,2016
554.60,Armageddon,1998
554.61,Brave,2012
554.99,Puss in Boots,2011
556.02,Ted,2012
556.32,The Day After Tomorrow,2004
556.56,Madagascar,2005
559.76,"Monsters, Inc.",2001
560.16,Cars 2,2011
563.75,The Smurfs,2011
570.98,Fifty Shades of Grey,2015
572.71,Star Wars Ep. VI: Return of the Jedi,1983
573.07,The Croods,2012
579.45,Night at the Museum,2006
582.44,Iron Man,2008
585.53,I am Legend,2007
586.46,The Hangover Part II,2011
586.58,Tangled,2010
587.79,Men in Black,1997
591.69,Quantum of Solace,2008
594.42,Casino Royale,2006
599.52,Madagascar: Escape 2 Africa,2008
602.50,Mamma Mia!,2008
606.84,War of the Worlds,2005
607.99,Life of Pi,2012
614.73,The Incredibles,2004
616.10,How to Train Your Dragon 2,2014
618.64,The Lost World: Jurassic Park,1997
622.42,The Passion of the Christ,2004
623.56,Iron Man 2,2010
624.23,Hancock,2008
626.55,Ratatouille,2007
629.97,Fast Five,2011
631.91,Kung Fu Panda,2008
634.95,Pirates of the Caribbean: The Curse of the Black Pearl,2003
640.06,The Martian,2015
644.60,Thor: The Dark World,2013
650.52,The Hunger Games: Mockingjay - Part 2,2015
651.90,Ice Age: The Meltdown,2006
652.13,Big Hero 6,2014
654.21,Men in Black 3,2012
656.70,Star Wars Ep. II: Attack of the Clones,2002
664.84,Kung Fu Panda 2,2011
665.42,Interstellar,2014
668.00,Man of Steel,2013
672.81,The Sixth Sense,1999
677.92,The Hunger Games,2012
679.86,Forrest Gump,1994
687.56,The Twilight Saga: New Moon,2009
689.42,"The Twilight Saga: Breaking Dawn, Part 1",2011
694.71,Mission: Impossible—Ghost Protocol,2011
700.87,Mission: Impossible - Rogue Nation,2015
703.55,Dawn of the Planet of the Apes,2014
706.10,The Twilight Saga: Eclipse,2010
708.27,Transformers,2007
709.00,The Amazing Spider-Man 2,2014
714.40,Captain America: The Winter Soldier,2014
716.39,Gravity,2013
720.54,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
731.54,Up,2009
735.02,Suicide Squad,2016
738.58,The Matrix Reloaded,2003
743.59,Monsters University,2013
746.92,Madagascar 3: Europe's Most Wanted,2012
747.86,X-Men: Days of Future Past,2014
756.24,Shrek Forever After,2010
757.89,The Amazing Spider-Man,2012
758.54,Maleficent,2014
766.65,The Hunger Games: Mockingjay - Part 1,2014
767.82,The Da Vinci Code,2006
771.17,Guardians of the Galaxy,2014
783.71,Spider-Man 2,2004
783.77,Deadpool,2016
786.56,Indiana Jones and the Kingdom of the Crystal Skull,2008
786.60,Star Wars Ep. IV: A New Hope,1977
788.41,2012,2009
789.95,Fast and Furious 6,2013
792.97,ET: The Extra-Terrestrial,1982
796.69,Harry Potter and the Prisoner of Azkaban,2004
807.33,Shrek the Third,2007
817.40,Independence Day,1996
821.71,Spider-Man,2002
829.72,"The Twilight Saga: Breaking Dawn, Part 2",2012
832.58,Inception,2010
833.85,The Secret Life of Pets,2016
836.52,Transformers: Revenge of the Fallen,2009
849.00,Star Wars Ep. III: Revenge of the Sith,2005
853.92,Inside Out,2015
859.70,Ice Age: Dawn of the Dinosaurs,2009
864.87,The Hunger Games: Catching Fire,2013
868.16,Batman v Superman: Dawn of Justice,2016
878.98,Harry Potter and the Chamber of Secrets,2002
879.62,Spectre,2015
879.77,Ice Age: Continental Drift,2012
887.22,The Lord of the Rings: The Fellowship of the Ring,2001
890.88,Spider-Man 3,2007
896.91,Harry Potter and the Goblet of Fire,2005
934.70,The Lord of the Rings: The Two Towers,2002
935.08,Harry Potter and the Half-Blood Prince,2009
936.43,Finding Nemo,2003
937.01,Shrek 2,2004
942.94,Harry Potter and the Order of the Phoenix,2007
955.12,The Hobbit: The Battle of the Five Armies,2014
960.28,Harry Potter and the Deathly Hallows: Part I,2010
960.37,The Hobbit: The Desolation of Smaug,2013
963.42,Pirates of the Caribbean: At World's End,2007
963.90,The Jungle Book,2016
974.76,Harry Potter and the Sorcerer’s Stone,2001
974.87,Despicable Me 2,2013
985.23,Finding Dory,2016
987.48,The Lion King,1994
1002.89,The Dark Knight,2008
1017.00,The Hobbit: An Unexpected Journey,2012
1021.77,Zootopia,2016
1025.49,Alice in Wonderland,2010
1027.04,Star Wars Ep. I: The Phantom Menace,1999
1038.81,Jurassic Park,1993
1045.66,Pirates of the Caribbean: On Stranger Tides,2011
1066.22,Pirates of the Caribbean: Dead Man's Chest,2006
1069.82,Toy Story 3,2010
1084.44,The Dark Knight Rises,2012
1104.04,Transformers: Age of Extinction,2014
1110.53,Skyfall,2012
1123.79,Transformers: Dark of the Moon,2011
1141.41,The Lord of the Rings: The Return of the King,2003
1151.68,Captain America: Civil War,2016
1163.62,Minions,2015
1215.39,Iron Man 3,2013
1274.23,Frozen,2013
1341.51,Harry Potter and the Deathly Hallows: Part II,2011
1404.71,Avengers: Age of Ultron,2015
1514.02,Furious 7,2015
1519.48,The Avengers,2012
1670.33,Jurassic World,2015
2058.66,Star Wars Ep. VII: The Force Awakens,2015
2207.62,Titanic,1997
2783.92,Avatar,2009
